Timestamp,MachineId,MachineCategory,AirTemperature_C,ProcessTemperature_C,RotationalSpeed_RPM,Torque_Nm,ToolWear_Min,FailureWithin24h,FailureType
2025-01-17 05:17:30,MCH-001,LightDuty,20.38,34.52,1697,34.39,77.6,0,NoFailure
2025-01-17 15:29:24,MCH-001,LightDuty,21.85,30.42,1772,14.91,78.7,0,NoFailure
2025-01-18 03:39:39,MCH-001,LightDuty,20.77,31.35,1894,15.54,80.0,0,NoFailure
2025-01-18 10:03:47,MCH-001,LightDuty,19.74,31.49,1856,26.23,80.6,0,NoFailure
2025-01-18 21:14:50,MCH-001,LightDuty,23.15,35.0,1724,29.53,82.0,0,NoFailure
2025-01-19 09:19:39,MCH-001,LightDuty,19.38,36.39,1930,36.18,84.9,0,NoFailure
2025-01-19 14:07:09,MCH-001,LightDuty,22.75,34.17,1963,20.5,85.5,0,NoFailure
2025-01-20 03:53:24,MCH-001,LightDuty,21.23,33.51,1798,24.55,86.7,0,NoFailure
2025-01-20 15:28:50,MCH-001,LightDuty,21.24,36.27,1673,30.33,86.8,1,Random
2025-01-20 20:33:22,MCH-001,LightDuty,23.66,41.44,1579,33.28,26.2,0,NoFailure
2025-01-21 10:04:31,MCH-001,LightDuty,19.55,30.33,2035,26.58,28.2,0,NoFailure
2025-01-21 22:19:01,MCH-001,LightDuty,24.35,36.46,1702,21.97,29.5,0,NoFailure
2025-01-22 05:17:58,MCH-001,LightDuty,20.54,32.52,2140,23.19,30.6,0,NoFailure
2025-01-22 16:47:08,MCH-001,LightDuty,20.3,34.94,2071,31.15,32.4,0,NoFailure
2025-01-23 01:52:05,MCH-001,LightDuty,20.06,36.07,1698,42.27,34.9,0,NoFailure
2025-01-23 17:03:08,MCH-001,LightDuty,21.29,36.69,1505,34.01,37.3,0,NoFailure
2025-01-23 22:54:23,MCH-001,LightDuty,21.1,35.07,1759,32.09,37.9,0,NoFailure
2025-01-24 06:19:04,MCH-001,LightDuty,19.8,30.02,2167,11.01,38.7,0,NoFailure
2025-01-24 16:55:02,MCH-001,LightDuty,20.01,31.78,1662,19.25,40.3,0,NoFailure
2025-01-24 22:59:12,MCH-001,LightDuty,23.69,36.37,1849,31.65,40.8,0,NoFailure
2025-01-25 09:24:29,MCH-001,LightDuty,19.36,36.26,1631,39.5,42.7,0,NoFailure
2025-01-25 21:37:22,MCH-001,LightDuty,20.69,37.22,1786,41.7,44.7,0,NoFailure
2025-01-26 12:50:03,MCH-001,LightDuty,20.3,33.1,1921,30.15,47.0,0,NoFailure
2025-01-27 02:55:07,MCH-001,LightDuty,22.46,34.41,1948,24.83,47.8,0,NoFailure
2025-01-27 18:49:29,MCH-001,LightDuty,20.81,37.68,1825,39.18,50.1,0,NoFailure
2025-01-28 00:28:55,MCH-001,LightDuty,23.32,37.48,1885,27.07,51.6,0,NoFailure
2025-01-28 10:30:15,MCH-001,LightDuty,17.24,29.16,2012,18.53,52.3,0,NoFailure
2025-01-28 23:16:46,MCH-001,LightDuty,23.31,33.35,1875,21.29,53.5,0,NoFailure
2025-01-29 13:09:51,MCH-001,LightDuty,20.25,32.66,1806,31.45,56.1,0,NoFailure
2025-01-29 20:17:27,MCH-001,LightDuty,23.09,35.06,1818,25.0,56.3,0,NoFailure
2025-01-30 11:16:16,MCH-001,LightDuty,20.1,32.95,1841,30.01,58.3,0,NoFailure
2025-01-30 21:50:14,MCH-001,LightDuty,21.24,31.42,1920,17.51,58.9,0,NoFailure
2025-01-31 03:32:56,MCH-001,LightDuty,21.14,37.33,1710,39.11,61.1,0,NoFailure
2025-01-31 17:48:07,MCH-001,LightDuty,21.05,32.86,1649,20.92,62.8,0,NoFailure
2025-02-01 06:41:23,MCH-001,LightDuty,20.9,34.4,1796,27.37,64.7,0,NoFailure
2025-02-01 11:39:34,MCH-001,LightDuty,20.69,30.34,2053,16.8,65.1,0,NoFailure
2025-02-01 18:08:33,MCH-001,LightDuty,20.09,30.67,2147,24.57,66.1,0,NoFailure
2025-02-02 08:03:02,MCH-001,LightDuty,18.54,31.24,1827,22.41,66.5,0,NoFailure
2025-02-02 18:34:59,MCH-001,LightDuty,21.01,33.04,1857,27.68,67.7,0,NoFailure
2025-02-03 06:08:47,MCH-001,LightDuty,17.34,35.96,1761,40.14,69.5,0,NoFailure
2025-02-03 11:18:01,MCH-001,LightDuty,20.8,34.66,1860,29.72,70.3,0,NoFailure
2025-02-03 15:55:42,MCH-001,LightDuty,22.05,35.29,1619,35.97,70.5,0,NoFailure
2025-02-04 00:38:22,MCH-001,LightDuty,20.83,38.98,1746,36.0,73.0,0,NoFailure
2025-02-04 15:20:22,MCH-001,LightDuty,19.13,33.36,1501,38.67,75.6,0,NoFailure
2025-02-05 00:40:54,MCH-001,LightDuty,22.28,35.48,1737,26.09,76.5,0,NoFailure
2025-02-05 14:42:31,MCH-001,LightDuty,22.2,34.56,1908,21.76,78.5,0,NoFailure
2025-02-05 20:23:37,MCH-001,LightDuty,20.21,35.9,1475,32.57,79.7,0,NoFailure
2025-02-06 05:00:27,MCH-001,LightDuty,20.44,38.0,1590,39.16,81.3,0,NoFailure
2025-02-06 11:00:18,MCH-001,LightDuty,19.07,33.2,1773,29.26,81.9,0,NoFailure
2025-02-07 00:19:03,MCH-001,LightDuty,21.21,33.2,1783,20.51,83.5,0,NoFailure
2025-02-07 04:53:21,MCH-001,LightDuty,19.82,34.44,1691,35.35,83.9,0,NoFailure
2025-02-07 18:15:27,MCH-001,LightDuty,19.78,36.54,1643,29.71,85.9,0,NoFailure
2025-02-08 09:26:50,MCH-001,LightDuty,20.14,36.87,1944,36.19,87.8,0,NoFailure
2025-02-08 19:06:19,MCH-001,LightDuty,21.97,35.98,1729,34.38,89.1,0,NoFailure
2025-02-09 04:29:36,MCH-001,LightDuty,18.67,34.36,1632,34.6,91.2,0,NoFailure
2025-02-09 16:47:23,MCH-001,LightDuty,20.09,35.6,1798,35.67,92.6,0,NoFailure
2025-02-10 07:05:40,MCH-001,LightDuty,19.79,31.88,1883,25.57,95.3,0,NoFailure
2025-02-10 22:46:27,MCH-001,LightDuty,20.2,33.95,1821,26.42,97.4,0,NoFailure
2025-02-11 03:56:36,MCH-001,LightDuty,18.77,35.08,1850,38.49,98.1,0,NoFailure
2025-02-11 14:14:33,MCH-001,LightDuty,17.9,30.58,1724,26.23,99.6,0,NoFailure
2025-02-12 03:33:48,MCH-001,LightDuty,19.89,33.15,2097,27.0,100.9,0,NoFailure
2025-02-12 17:07:58,MCH-001,LightDuty,20.17,33.61,1714,25.78,102.1,0,NoFailure
2025-02-13 04:21:41,MCH-001,LightDuty,18.42,31.32,1898,22.35,103.5,0,NoFailure
2025-02-13 18:41:45,MCH-001,LightDuty,18.92,32.83,1781,33.38,104.8,1,ToolWear
2025-02-14 09:55:46,MCH-001,LightDuty,19.53,38.11,1523,40.01,107.2,0,NoFailure
2025-02-14 17:38:47,MCH-001,LightDuty,19.99,32.69,1653,26.59,107.4,0,NoFailure
2025-02-15 00:59:46,MCH-001,LightDuty,19.94,30.29,2027,13.75,107.0,0,NoFailure
2025-02-15 11:26:03,MCH-001,LightDuty,17.31,29.83,1686,25.69,108.4,0,NoFailure
2025-02-16 01:38:09,MCH-001,LightDuty,20.77,34.12,1908,24.7,110.7,1,ToolWear
2025-02-16 13:14:34,MCH-001,LightDuty,17.93,34.85,1798,39.91,32.1,0,NoFailure
2025-02-16 21:34:00,MCH-001,LightDuty,18.67,34.33,1880,37.62,34.6,0,NoFailure
2025-02-17 04:30:27,MCH-001,LightDuty,21.64,31.76,1980,18.53,35.0,0,NoFailure
2025-02-17 16:44:23,MCH-001,LightDuty,19.89,30.91,1796,21.38,35.6,0,NoFailure
2025-02-17 20:46:40,MCH-001,LightDuty,20.49,35.63,1615,30.45,37.1,0,NoFailure
2025-02-18 11:13:47,MCH-001,LightDuty,20.43,33.41,2083,21.28,39.1,0,NoFailure
2025-02-19 00:15:56,MCH-001,LightDuty,18.7,33.38,1687,27.08,41.2,0,NoFailure
2025-02-19 09:42:37,MCH-001,LightDuty,20.35,38.43,1600,38.48,43.0,0,NoFailure
2025-02-19 19:39:57,MCH-001,LightDuty,18.31,31.84,1860,28.72,44.5,0,NoFailure
2025-02-20 11:13:10,MCH-001,LightDuty,17.51,31.28,1798,27.64,46.7,0,NoFailure
2025-02-20 20:03:05,MCH-001,LightDuty,17.96,32.47,1612,32.77,48.5,0,NoFailure
2025-02-21 02:59:34,MCH-001,LightDuty,20.06,35.15,1462,32.98,49.8,0,NoFailure
2025-02-21 15:22:43,MCH-001,LightDuty,21.01,36.98,1626,33.14,51.3,1,Random
2025-02-21 23:44:30,MCH-001,LightDuty,22.59,33.64,1982,25.14,24.7,0,NoFailure
2025-02-22 10:32:44,MCH-001,LightDuty,18.84,34.41,1823,29.63,26.8,0,NoFailure
2025-02-23 00:50:53,MCH-001,LightDuty,18.86,29.8,1416,29.97,28.9,0,NoFailure
2025-02-23 15:45:01,MCH-001,LightDuty,20.3,33.01,1672,29.91,30.3,0,NoFailure
2025-02-24 03:31:22,MCH-001,LightDuty,20.77,32.73,1779,28.72,31.2,0,NoFailure
2025-02-24 09:43:50,MCH-001,LightDuty,19.39,34.48,1663,31.51,32.3,0,NoFailure
2025-02-24 14:19:09,MCH-001,LightDuty,19.99,36.99,1614,38.33,33.7,0,NoFailure
2025-02-24 21:20:18,MCH-001,LightDuty,18.16,33.75,1969,29.61,34.4,0,NoFailure
2025-02-25 06:17:13,MCH-001,LightDuty,18.72,36.78,1799,41.34,36.4,1,Overstrain
2025-02-25 13:59:47,MCH-001,LightDuty,18.72,29.85,1801,24.61,37.1,0,NoFailure
2025-02-26 02:59:03,MCH-001,LightDuty,18.43,34.9,1545,33.17,39.5,0,NoFailure
2025-02-26 15:27:09,MCH-001,LightDuty,19.82,38.17,1732,41.6,41.9,1,Overstrain
2025-02-27 05:10:52,MCH-001,LightDuty,18.38,29.85,1888,30.56,3.9,0,NoFailure
2025-02-27 09:41:27,MCH-001,LightDuty,19.52,30.27,1987,17.99,3.6,0,NoFailure
2025-02-27 14:06:55,MCH-001,LightDuty,19.12,30.02,1918,26.52,4.1,0,NoFailure
2025-02-28 05:51:29,MCH-001,LightDuty,17.98,35.75,1676,38.51,7.6,0,NoFailure
2025-02-28 11:16:52,MCH-001,LightDuty,16.95,29.68,1695,25.83,9.2,0,NoFailure
2025-02-28 20:13:07,MCH-001,LightDuty,18.32,31.3,1850,30.93,10.8,0,NoFailure
2025-03-01 09:50:45,MCH-001,LightDuty,19.01,35.17,1619,27.28,13.3,0,NoFailure
2025-03-01 20:31:57,MCH-001,LightDuty,19.77,31.55,2031,25.52,14.0,0,NoFailure
2025-03-02 11:24:16,MCH-001,LightDuty,16.76,31.29,1536,35.37,16.1,0,NoFailure
2025-03-02 19:15:31,MCH-001,LightDuty,19.34,30.78,1765,18.59,17.4,0,NoFailure
2025-03-03 08:45:36,MCH-001,LightDuty,15.7,28.01,1809,24.21,19.8,0,NoFailure
2025-03-03 14:02:16,MCH-001,LightDuty,19.46,31.75,1888,23.46,20.0,0,NoFailure
2025-03-04 01:39:49,MCH-001,LightDuty,20.05,32.19,1851,26.53,21.2,0,NoFailure
2025-03-04 09:05:50,MCH-001,LightDuty,18.44,34.16,1891,30.15,22.4,0,NoFailure
2025-03-04 20:48:16,MCH-001,LightDuty,19.36,32.52,1706,34.02,24.9,0,NoFailure
2025-03-05 04:45:40,MCH-001,LightDuty,19.19,35.08,1564,40.28,26.7,0,NoFailure
2025-03-05 08:51:18,MCH-001,LightDuty,17.35,29.73,1668,32.26,28.2,0,NoFailure
2025-03-05 23:05:24,MCH-001,LightDuty,22.08,33.57,1828,24.24,29.8,1,Random
2025-03-06 10:15:38,MCH-001,LightDuty,19.69,36.04,1887,39.02,31.6,0,NoFailure
2025-03-07 00:07:45,MCH-001,LightDuty,18.6,34.07,1731,33.96,34.7,0,NoFailure
2025-03-07 07:14:41,MCH-001,LightDuty,17.69,30.97,1775,23.04,36.3,0,NoFailure
2025-03-07 14:44:36,MCH-001,LightDuty,19.35,34.09,1926,30.96,37.4,0,NoFailure
2025-03-07 20:25:29,MCH-001,LightDuty,22.6,33.0,2129,11.1,37.5,0,NoFailure
2025-03-08 00:44:01,MCH-001,LightDuty,19.81,31.25,2028,26.16,37.6,0,NoFailure
2025-03-08 07:03:11,MCH-001,LightDuty,19.1,29.07,2075,14.69,37.8,0,NoFailure
2025-03-08 12:30:52,MCH-001,LightDuty,17.46,34.42,1906,47.68,40.7,1,Overstrain
2025-03-09 04:14:57,MCH-001,LightDuty,18.28,31.29,1808,22.89,42.6,0,NoFailure
2025-03-09 16:38:45,MCH-001,LightDuty,20.4,32.13,1771,27.3,44.2,0,NoFailure
2025-03-09 23:10:00,MCH-001,LightDuty,18.84,33.94,1832,34.49,45.2,0,NoFailure
2025-03-10 10:06:49,MCH-001,LightDuty,18.02,30.59,1816,27.35,47.0,0,NoFailure
2025-03-10 21:18:14,MCH-001,LightDuty,19.03,34.97,1662,49.92,49.5,0,NoFailure
2025-03-11 05:09:00,MCH-001,LightDuty,18.21,32.64,1936,35.13,50.8,0,NoFailure
2025-03-11 09:34:20,MCH-001,LightDuty,16.75,32.68,1435,31.97,51.2,0,NoFailure
2025-03-11 14:47:37,MCH-001,LightDuty,16.19,28.0,1848,19.99,51.2,0,NoFailure
2025-03-12 04:06:41,MCH-001,LightDuty,18.62,31.25,1520,37.29,53.5,0,NoFailure
2025-03-12 09:03:16,MCH-001,LightDuty,16.33,30.17,1838,25.45,53.6,0,NoFailure
2025-03-12 15:45:38,MCH-001,LightDuty,18.42,28.04,1756,22.25,54.1,0,NoFailure
2025-03-12 20:41:32,MCH-001,LightDuty,21.64,37.31,1524,35.5,55.3,1,Overstrain
2025-03-13 09:11:35,MCH-001,LightDuty,18.52,32.0,1607,27.91,22.6,0,NoFailure
2025-03-13 13:47:01,MCH-001,LightDuty,18.22,31.58,1617,25.75,23.4,0,NoFailure
2025-03-13 19:18:58,MCH-001,LightDuty,20.75,33.67,1557,30.06,24.8,0,NoFailure
2025-03-14 06:11:46,MCH-001,LightDuty,19.39,34.12,1863,31.23,26.9,0,NoFailure
2025-03-14 22:07:41,MCH-001,LightDuty,20.18,31.19,1972,21.58,29.0,0,NoFailure
2025-03-15 10:33:21,MCH-001,LightDuty,18.41,28.0,1894,9.4,29.4,0,NoFailure
2025-03-16 01:45:34,MCH-001,LightDuty,19.17,31.85,1784,23.08,31.7,0,NoFailure
2025-03-16 13:50:22,MCH-001,LightDuty,18.86,33.17,1703,28.12,33.6,0,NoFailure
2025-03-17 00:24:15,MCH-001,LightDuty,19.89,33.89,1524,35.86,34.9,0,NoFailure
2025-03-17 08:33:38,MCH-001,LightDuty,18.77,29.52,1675,24.35,36.1,0,NoFailure
2025-03-17 15:18:40,MCH-001,LightDuty,16.95,31.36,1837,29.37,36.9,0,NoFailure
2025-03-17 23:44:14,MCH-001,LightDuty,19.55,31.81,1807,23.18,37.9,0,NoFailure
2025-03-18 08:48:16,MCH-001,LightDuty,16.45,31.97,1699,41.63,40.8,0,NoFailure
2025-03-19 00:21:06,MCH-001,LightDuty,19.29,32.01,1883,27.99,42.1,0,NoFailure
2025-03-19 12:03:58,MCH-001,LightDuty,16.6,31.13,1872,27.52,44.6,0,NoFailure
2025-03-19 23:08:34,MCH-001,LightDuty,21.84,39.74,1799,36.01,47.5,0,NoFailure
2025-03-20 15:04:11,MCH-001,LightDuty,20.23,32.55,1669,27.55,49.2,0,NoFailure
2025-03-21 00:56:56,MCH-001,LightDuty,18.64,33.06,1492,32.43,50.5,0,NoFailure
2025-03-21 12:46:47,MCH-001,LightDuty,18.07,34.49,1683,38.03,52.1,0,NoFailure
2025-03-22 04:03:57,MCH-001,LightDuty,16.33,28.65,1946,29.24,53.3,0,NoFailure
2025-03-22 13:06:36,MCH-001,LightDuty,19.99,31.31,2026,22.39,53.9,0,NoFailure
2025-03-22 23:21:31,MCH-001,LightDuty,20.75,35.88,2128,32.96,54.9,0,NoFailure
2025-03-23 05:16:14,MCH-001,LightDuty,20.1,33.42,1673,25.22,55.7,0,NoFailure
2025-03-23 16:48:17,MCH-001,LightDuty,17.98,30.15,2110,21.12,57.2,0,NoFailure
2025-03-23 22:04:30,MCH-001,LightDuty,20.43,35.03,1730,27.71,56.8,0,NoFailure
2025-03-24 09:11:36,MCH-001,LightDuty,18.57,33.58,1342,45.92,59.1,0,NoFailure
2025-03-24 13:20:11,MCH-001,LightDuty,17.74,31.33,1889,37.96,60.2,0,NoFailure
2025-03-24 23:10:12,MCH-001,LightDuty,18.75,33.03,1675,30.7,61.8,0,NoFailure
2025-03-25 06:34:33,MCH-001,LightDuty,16.37,30.14,1726,34.49,62.7,0,NoFailure
2025-03-25 12:44:18,MCH-001,LightDuty,19.01,35.25,1851,31.02,63.7,0,NoFailure
2025-03-25 21:04:36,MCH-001,LightDuty,18.42,35.09,1656,38.1,65.0,0,NoFailure
2025-03-26 04:39:03,MCH-001,LightDuty,17.86,35.2,1532,37.92,66.6,0,NoFailure
2025-03-26 14:07:34,MCH-001,LightDuty,18.62,31.59,1734,33.51,68.6,0,NoFailure
2025-03-26 18:27:04,MCH-001,LightDuty,18.85,36.07,1948,23.3,69.8,0,NoFailure
2025-03-27 04:57:17,MCH-001,LightDuty,19.31,33.01,1797,29.13,71.5,0,NoFailure
2025-03-27 16:30:11,MCH-001,LightDuty,19.65,30.15,1894,13.23,72.4,0,NoFailure
2025-03-28 02:29:46,MCH-001,LightDuty,19.07,32.54,1934,27.58,72.7,0,NoFailure
2025-03-28 18:21:10,MCH-001,LightDuty,20.29,31.72,1938,16.05,73.5,0,NoFailure
2025-03-29 07:17:47,MCH-001,LightDuty,18.29,30.16,1738,25.78,74.7,0,NoFailure
2025-03-29 13:44:24,MCH-001,LightDuty,19.35,38.7,1743,45.27,75.8,0,NoFailure
2025-03-30 05:18:17,MCH-001,LightDuty,20.15,35.33,1610,38.33,78.7,0,NoFailure
2025-03-30 19:37:02,MCH-001,LightDuty,20.98,31.98,1793,22.62,79.8,0,NoFailure
2025-03-31 02:07:07,MCH-001,LightDuty,19.39,34.14,1734,30.65,81.2,0,NoFailure
2025-03-31 11:15:02,MCH-001,LightDuty,18.99,34.58,1795,40.22,82.9,0,NoFailure
2025-03-31 23:19:37,MCH-001,LightDuty,20.36,36.27,1541,31.68,84.4,0,NoFailure
2025-04-01 13:45:22,MCH-001,LightDuty,19.62,31.49,1839,22.03,84.8,0,NoFailure
2025-04-01 23:42:10,MCH-001,LightDuty,19.19,31.14,1825,14.59,86.0,0,NoFailure
2025-04-02 12:56:01,MCH-001,LightDuty,19.43,31.49,1757,29.02,87.9,0,NoFailure
2025-04-02 21:39:19,MCH-001,LightDuty,20.89,35.15,1830,32.05,88.8,0,NoFailure
2025-04-03 07:35:27,MCH-001,LightDuty,18.77,33.62,1602,33.06,91.2,0,NoFailure
2025-04-03 23:03:39,MCH-001,LightDuty,19.75,31.71,1628,21.55,93.3,0,NoFailure
2025-04-04 04:10:42,MCH-001,LightDuty,18.37,31.94,1658,23.09,94.5,0,NoFailure
2025-04-04 19:31:49,MCH-001,LightDuty,20.5,36.46,1751,44.57,97.9,0,NoFailure
2025-04-05 07:24:54,MCH-001,LightDuty,17.67,30.16,1972,15.86,99.0,0,NoFailure
2025-04-05 21:15:29,MCH-001,LightDuty,21.37,32.96,1819,34.6,100.4,0,NoFailure
2025-04-06 12:55:05,MCH-001,LightDuty,18.49,29.85,2006,22.42,102.1,0,NoFailure
2025-04-07 01:29:10,MCH-001,LightDuty,17.61,29.75,1938,26.4,103.5,0,NoFailure
2025-04-07 05:30:23,MCH-001,LightDuty,19.08,33.17,1867,33.23,104.5,0,NoFailure
2025-04-07 14:39:05,MCH-001,LightDuty,20.63,39.06,1588,34.0,106.6,1,Overstrain
2025-04-08 03:49:03,MCH-001,LightDuty,18.33,29.0,2051,13.02,10.3,0,NoFailure
2025-04-08 11:00:39,MCH-001,LightDuty,19.13,31.58,1888,29.42,10.8,0,NoFailure
2025-04-08 20:27:41,MCH-001,LightDuty,18.51,31.9,1806,25.58,12.3,0,NoFailure
2025-04-09 06:17:35,MCH-001,LightDuty,19.25,30.73,2044,26.65,13.5,0,NoFailure
2025-04-09 17:43:26,MCH-001,LightDuty,20.34,34.54,1554,26.29,15.3,0,NoFailure
2025-04-09 23:55:14,MCH-001,LightDuty,20.86,33.12,1775,29.61,16.1,0,NoFailure
2025-04-10 14:30:54,MCH-001,LightDuty,19.33,36.02,1714,33.33,19.6,1,Overstrain
2025-04-11 04:08:22,MCH-001,LightDuty,19.49,36.14,1723,38.46,15.1,1,Overstrain
2025-04-11 14:57:35,MCH-001,LightDuty,19.6,36.59,1551,40.53,2.2,1,Overstrain
2025-04-12 05:09:53,MCH-001,LightDuty,18.93,31.14,1697,31.32,7.9,0,NoFailure
2025-04-12 18:39:17,MCH-001,LightDuty,20.69,37.1,1547,29.05,9.7,0,NoFailure
2025-04-13 10:09:58,MCH-001,LightDuty,18.2,30.91,1844,26.61,11.2,0,NoFailure
2025-04-13 19:54:22,MCH-001,LightDuty,22.61,40.11,1631,45.28,13.7,0,NoFailure
2025-04-14 04:36:51,MCH-001,LightDuty,17.46,32.49,1673,36.86,16.0,0,NoFailure
2025-04-14 18:21:40,MCH-001,LightDuty,20.99,38.23,1826,33.96,17.3,0,NoFailure
2025-04-14 23:15:06,MCH-001,LightDuty,22.14,37.45,1801,37.09,18.7,0,NoFailure
2025-04-15 08:52:58,MCH-001,LightDuty,19.48,32.05,1541,23.54,20.1,0,NoFailure
2025-04-15 23:55:35,MCH-001,LightDuty,19.5,30.54,1749,17.93,21.7,0,NoFailure
2025-04-16 07:37:52,MCH-001,LightDuty,18.68,33.39,2007,27.62,22.7,0,NoFailure
2025-04-16 18:15:52,MCH-001,LightDuty,21.32,32.24,1970,18.03,23.7,0,NoFailure
2025-04-17 09:04:38,MCH-001,LightDuty,18.3,28.0,1487,20.08,25.0,0,NoFailure
2025-04-17 21:56:24,MCH-001,LightDuty,18.57,34.9,1652,42.51,27.6,0,NoFailure
2025-04-18 06:13:52,MCH-001,LightDuty,19.9,37.23,1594,41.3,29.6,0,NoFailure
2025-04-18 12:01:29,MCH-001,LightDuty,19.06,34.46,1669,32.0,31.1,0,NoFailure
2025-04-19 00:18:44,MCH-001,LightDuty,20.77,32.19,1745,18.11,32.2,0,NoFailure
2025-04-19 10:49:34,MCH-001,LightDuty,18.68,32.0,1957,30.61,33.7,0,NoFailure
2025-04-19 21:49:31,MCH-001,LightDuty,20.93,35.76,1717,40.39,36.9,0,NoFailure
2025-04-20 05:49:09,MCH-001,LightDuty,17.99,29.9,1706,20.17,36.8,0,NoFailure
2025-04-20 19:11:52,MCH-001,LightDuty,20.35,39.47,1707,45.76,39.9,0,NoFailure
2025-04-21 00:28:08,MCH-001,LightDuty,19.6,36.43,1777,46.57,41.6,0,NoFailure
2025-04-21 06:02:41,MCH-001,LightDuty,17.74,30.87,1958,29.0,42.9,0,NoFailure
2025-04-21 15:15:03,MCH-001,LightDuty,20.06,34.57,1855,26.72,43.2,0,NoFailure
2025-04-21 22:21:43,MCH-001,LightDuty,21.39,34.69,1784,36.53,45.0,0,NoFailure
2025-04-22 06:54:39,MCH-001,LightDuty,18.23,34.22,1864,38.05,46.3,0,NoFailure
2025-04-22 18:21:19,MCH-001,LightDuty,20.36,38.74,1710,43.39,48.6,0,NoFailure
2025-04-23 06:21:29,MCH-001,LightDuty,19.37,32.93,1512,24.69,50.3,0,NoFailure
2025-04-23 17:42:26,MCH-001,LightDuty,17.58,30.89,1724,24.99,52.3,0,NoFailure
2025-04-23 22:14:27,MCH-001,LightDuty,20.13,32.95,2017,25.08,52.2,0,NoFailure
2025-04-24 12:31:27,MCH-001,LightDuty,17.65,28.6,1887,19.27,53.8,0,NoFailure
